,Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
385,PVH,3.46,0.77,2.17,-0.124,0.0070999999999999995,-0.193
386,QRVO,12.64,2.94,1.44,0.12050000000000001,0.051699999999999996,0.0902
387,PWR,5.4,1.43,1.21,0.0313,0.0444,0.0971
388,QCOM,102.88,33.79,1.39,0.13720000000000002,0.06559999999999999,0.6258
389,DGX,15.27,2.7,1.26,0.0998,0.056100000000000004,0.1369
390,RL,5.3,1.97,1.19,0.026699999999999998,0.021,0.0501
391,RJF,9.43,1.39,1.34,0.1133,0.021,0.12869999999999998
392,RTX,93.36,2.37,0.82,-0.0203,0.0369,0.0113
393,O,20.53,1.98,0.61,0.303,0.0277,0.050499999999999996
394,REG,7.76,1.25,0.84,0.0836,0.0191,0.015
395,REGN,66.12,5.45,0.49,0.3432,0.12710000000000002,0.3172
396,RF,10.68,0.67,1.66,0.16519999999999999,0.0055000000000000005,0.0436
397,RSG,26.11,3.22,0.63,0.1035,0.0495,0.1311
398,RMD,27.78,12.33,0.36,0.2102,0.11630000000000001,0.2721
399,RHI,6.05,5.36,1.54,0.0642,0.1358,0.3232
400,ROK,24.7,39.79,1.5,0.1185,0.1042,0.6836
401,ROL,13.89,17.36,0.49,0.1015,0.1174,0.2643
402,ROP,40.53,4.23,1.05,0.2975,0.052300000000000006,0.1764
403,ROST,31.92,11.33,0.75,0.0425,0.042,0.17629999999999998
404,RCL,10.53,1.03,2.68,-0.24359999999999998,-0.0023,-0.1754
405,SPGI,79.37,,1.03,0.36200000000000004,0.2198,1.0832
406,CRM,176.92,5.12,1.24,0.12210000000000001,0.0015,0.0851
407,SBAC,33.34,,0.37,-0.0074,0.0436,
408,SLB,25.53,1.64,2.12,-0.7390000000000001,0.0254,-0.8957999999999999
409,STX,12.42,6.93,1.05,0.0955,0.09720000000000001,0.5085000000000001
410,SEE,5.11,,1.25,0.0824,0.0857,
411,SRE,34.35,1.92,0.69,0.3912,0.029300000000000003,0.1105
412,NOW,77.69,34.28,1.29,0.18420000000000003,0.022099999999999998,0.3895
413,SHW,52.61,16.0,1.21,0.0983,0.07719999999999999,0.4576
414,SPG,20.92,9.78,1.34,0.3282,0.050300000000000004,0.6587999999999999
415,SWKS,21.37,5.16,1.24,0.2413,0.1048,0.188
416,SLG,3.63,0.72,1.52,0.2132,0.0159,0.04190000000000001
417,SNA,7.54,2.26,1.37,0.1521,0.0897,0.17370000000000002
418,SO,54.76,1.98,0.39,0.1575,0.0288,0.1005
419,LUV,20.15,2.22,1.32,0.0098,-0.0159,0.015700000000000002
420,SWK,21.4,2.87,1.56,0.0588,0.0417,0.08810000000000001
421,SBUX,86.02,,0.81,0.0556,0.047,
422,STT,22.39,1.05,1.53,0.2095,0.0095,0.0984
423,STE,13.05,3.85,0.7,0.1369,0.065,0.12210000000000001
424,SYK,67.68,5.16,0.84,0.11380000000000001,0.06309999999999999,0.12960000000000002
425,SIVB,11.15,1.67,2.22,0.2983,0.0126,0.1424
426,SYF,12.94,1.15,1.7,0.30879999999999996,0.0209,0.1593
427,SNPS,30.04,7.07,1.15,0.1788,0.0546,0.147
428,SYY,27.78,13.69,1.21,0.0040999999999999995,0.0501,0.1155
429,TMUS,128.87,4.45,0.31,0.0518,0.0329,0.0525
430,TROW,28.1,4.36,1.15,0.3529,0.17,0.2636
431,TTWO,15.95,6.28,0.55,0.1322,0.061,0.1886
432,TPR,3.67,1.44,1.41,-0.13140000000000002,0.0369,-0.2253
433,TGT,62.94,5.64,0.87,0.0416,0.0737,0.2878
434,TEL,26.91,2.97,1.38,-0.008100000000000001,0.0581,-0.011200000000000002
435,FTI,3.1,0.76,2.19,-0.4328,0.026000000000000002,-0.7893000000000001
436,TDY,11.46,4.16,0.96,0.1259,0.071,0.14880000000000002
437,TFX,17.32,5.64,0.99,0.18989999999999999,0.044000000000000004,0.1664
438,TXN,116.25,15.03,1.13,0.3688,0.1911,0.626
439,TXT,7.49,1.35,1.68,0.0301,0.0327,0.0694
440,TMO,143.34,5.02,1.01,0.1412,0.0487,0.1265
441,TIF,15.21,4.8,0.89,0.0672,0.0356,0.07719999999999999
442,TJX,62.28,13.14,0.74,0.021099999999999997,0.0278,0.14279999999999998
443,TSCO,15.31,11.31,1.01,0.07400000000000001,0.096,0.4251
444,TT,21.28,3.69,1.43,0.0604,0.0662,0.1765
445,TDG,23.95,,1.55,0.1761,0.0728,
446,TRV,28.88,1.15,0.84,0.0583,0.0139,0.07
447,TFC,50.6,0.83,1.41,0.2214,0.0097,0.071
448,TWTR,23.55,2.68,0.87,-0.37060000000000004,-0.0042,-0.1539
449,TYL,13.96,8.15,0.72,0.1696,0.0466,0.11599999999999999
450,TSN,21.75,1.51,0.62,0.0426,0.058899999999999994,0.12539999999999998
451,UDR,11.03,3.23,0.52,0.15130000000000002,0.0132,0.0492
452,ULTA,10.87,6.2,1.49,0.0441,0.052300000000000006,0.1562
453,USB,55.46,1.22,1.12,0.2709,0.0103,0.09970000000000001
454,UAA,4.22,2.85,1.17,-0.1521,-0.0036,-0.395
455,UA,4.22,2.59,1.17,-0.1521,-0.0036,-0.395
456,UNP,114.75,7.18,1.03,0.2754,0.0818,0.3214
457,UAL,10.07,1.07,1.52,-0.0525,-0.0166,-0.1769
458,UNH,280.2,4.92,0.69,0.069,0.08460000000000001,0.2762
459,UPS,95.9,29.07,1.0,0.056600000000000004,0.0613,0.9948999999999999
460,URI,10.74,2.96,2.37,0.12369999999999999,0.0704,0.3017
461,UHS,7.89,1.46,1.09,0.0653,0.0639,0.1335
462,UNM,3.38,0.34,1.69,0.0812,0.0132,0.0964
463,VFC,23.74,7.07,0.97,0.0362,0.053,0.081
464,VLO,23.98,1.27,1.83,0.013000000000000001,0.0269,0.073
465,VAR,11.13,5.98,1.19,0.0824,0.06509999999999999,0.1423
466,VTR,13.66,1.28,1.1,0.10550000000000001,0.0191,0.0382
467,VRSN,23.79,,0.85,0.6332,0.2753,
468,VRSK,27.66,13.3,0.67,0.1912,0.0852,0.2352
469,VZ,228.13,3.79,0.43,0.1476,0.0672,0.3225
470,VRTX,75.52,11.69,0.85,0.3851,0.1525,0.3306
471,VIAC,14.48,1.07,1.86,0.0516,0.0696,0.1642
472,V,424.23,14.12,0.9,0.5136999999999999,0.1273,0.33340000000000003
473,VNO,7.3,1.23,1.28,0.2079,0.013999999999999999,0.0253
474,VMC,15.34,2.74,0.82,0.126,0.052199999999999996,0.1134
475,WRB,10.19,1.86,0.81,0.045700000000000005,0.0126,0.059500000000000004
476,WAB,10.96,1.12,1.54,0.0529,0.029300000000000003,0.0431
477,WMT,366.72,5.37,0.29,0.033,0.0662,0.22899999999999998
478,WBA,37.67,1.58,0.43,0.0055000000000000005,0.026699999999999998,0.0327
479,DIS,198.6,2.2,1.08,-0.0158,0.0197,-0.0087
480,WM,44.71,6.63,0.73,0.1066,0.0616,0.24100000000000002
481,WAT,11.17,,0.94,0.2261,0.1515,2.8274
482,WEC,27.65,2.66,0.16,0.1625,0.0305,0.11359999999999999
483,WFC,105.46,0.65,1.08,0.0919,0.003,0.0311
484,WELL,21.6,1.34,0.83,0.262,0.0218,0.0817
485,WST,16.77,11.25,1.14,0.1469,0.0934,0.1873
486,WDC,13.23,1.43,1.49,-0.0149,0.0088,-0.0256
487,WU,8.89,,0.87,0.12380000000000001,0.0698,
488,WRK,7.33,0.64,1.51,0.0437,0.0279,0.0662
489,WY,16.76,2.34,1.96,0.0467,0.0268,0.0363
490,WHR,8.03,2.62,2.1,0.044199999999999996,0.0375,0.21710000000000002
491,WMB,23.07,1.87,1.83,0.0168,0.0337,-0.004
492,WLTW,25.36,2.47,0.75,0.11,0.0281,0.1011
493,WYNN,8.04,6.47,2.38,-0.2571,-0.0158,-1.1065
494,XEL,32.83,2.47,0.27,0.125,0.0253,0.10880000000000001
495,XRX,3.26,0.6,1.67,0.13390000000000002,0.0344,0.0824
496,XLNX,23.93,10.34,0.96,0.2122,0.08990000000000001,0.2616
497,XYL,11.69,4.16,1.08,0.0509,0.042199999999999994,0.0873
498,YUM,26.16,,0.86,0.18780000000000002,0.1981,
499,ZBRA,13.65,7.9,1.52,0.11410000000000001,0.0904,0.2939
500,ZBH,24.7,2.08,1.38,0.0052,0.022400000000000003,0.0031
501,ZION,5.58,0.81,1.61,0.2046,0.0066,0.0639
502,ZTS,65.09,23.64,0.75,0.2551,0.11779999999999999,0.5987
