Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
SYX,669360.0,3.79,0.76,0.0499,0.11259999999999999,0.3429
EXPR,256269.99999999997,0.47,1.98,-0.0814,-0.0040999999999999995,-0.33149999999999996
NRIM,174430.0,0.83,0.59,0.17489999999999997,0.0108,0.0857
ETSY,4550.0,11.19,1.63,0.0876,0.0436,0.1858
DNR,93470.0,0.07,4.38,0.2613,0.063,0.24280000000000002
PLSE,149420.0,4.86,2.23,0.0,-0.6492,-1.2058
PACD,32340.000000000004,0.03,2.99,-2.1061,-0.052199999999999996,-0.4192
LXU,61540.0,0.25,2.92,-0.20129999999999998,-0.0204,-0.1432
STAA,1450.0,9.07,1.64,0.0821,0.0296,0.083
KFRC,568680.0,3.4,1.32,0.0834,0.11810000000000001,0.3356
OMI,575400.0,1.25,0.1,-0.0066,0.0163,-0.044800000000000006
ALRM,1890.0,5.32,1.15,0.0984,0.07519999999999999,0.158
NUVA,2640.0,2.83,1.43,0.053,0.039,0.0708
TXMD,287980.0,31.3,2.23,0.0,-0.4551,-24.991799999999998
MD,991150.0,0.66,1.4,-0.363,0.0462,-0.5661
G,5550.0,3.29,1.13,0.0907,0.0641,0.21489999999999998
PPC,4500.0,1.78,1.04,0.0373,0.0584,0.19039999999999999
ATRS,390720.0,7.17,1.42,0.0087,0.024399999999999998,0.024
FF,492990.0,1.06,1.03,0.4849,0.0898,0.27149999999999996
HONE,439890.0,0.66,0.9,0.1216,0.0054,0.0403
CLDR,2950.0,2.1,0.91,-0.4238,-0.0944,-0.22440000000000002
CTRA,42910.0,0.06,1.54,-0.16870000000000002,0.0036,-0.2894
PIRS,125880.0,2.45,1.42,-0.3671,-0.09970000000000001,-0.4681
VMI,2280.0,2.05,1.3,0.0584,0.058600000000000006,0.14730000000000001
STAY,1300.0,1.1,1.91,0.1215,0.045700000000000005,0.1201
CMTL,714630.0,1.33,2.04,0.0348,0.031200000000000002,0.0444
CLNC,506360.0,0.24,1.76,-0.9014,-0.0017000000000000001,-0.2329
ACC,3820.0,1.16,1.08,0.1433,0.017,0.038900000000000004
APPN,2720.0,13.26,0.93,-0.1691,-0.0925,-0.36
SRNE,376400.0,4.79,2.69,0.0,-0.2078,-3.3739
CRMT,725660.0,2.61,1.41,0.078,0.0915,0.21050000000000002
TCRR,186200.0,1.16,,0.0,-0.2023,-0.31420000000000003
PTN,97110.0,1.06,1.54,0.6144,0.4048,0.7221
WEYS,198570.0,0.94,0.61,0.0616,0.0525,0.08789999999999999
RH,3980.0,,2.39,0.0832,0.09759999999999999,
VIAV,2560.0,3.34,1.19,0.0125,0.0358,0.0206
WMS,2670.0,5.69,1.44,-0.1235,0.07139999999999999,-0.2579
MGLN,1200.0,0.86,1.14,0.0102,0.0259,0.0541
SWI,4860.0,1.83,,0.0165,0.0159,0.0060999999999999995
LPSN,1490.0,10.0,1.07,-0.3765,-0.1175,-0.6768000000000001
SRT,307430.0,1.35,,-0.022799999999999997,0.019299999999999998,-0.048499999999999995
MEI,1210.0,1.66,1.39,0.1074,0.0751,0.1602
THRM,1020.0,2.17,1.37,0.0435,0.0724,0.0863
MHO,471490.0,0.47,2.01,0.0545,0.059800000000000006,0.1484
AIRG,71630.0,1.5,1.42,-0.0118,-0.0132,-0.0131
POR,4290.0,1.66,0.35,0.10460000000000001,0.0282,0.08560000000000001
HUN,3170.0,1.18,2.08,0.17079999999999998,0.0294,0.08070000000000001
SPLK,24500.0,13.42,1.52,-0.1427,-0.0331,-0.1913
SSNC,11220.0,2.19,1.48,0.0978,0.0378,0.09300000000000001
FNLC,240260.0,1.13,0.68,0.3776,0.0125,0.1252
CSV,457090.0,2.04,0.76,0.053,0.0329,0.0649
IVR,2400.0,1.02,1.41,0.8875,0.0181,0.13949999999999999
AVRO,560630.0,3.01,,0.0,-0.2735,-0.45049999999999996
SWAV,1060.0,5.48,,-1.1225,-0.1938,-0.37189999999999995
FULT,1850.0,0.79,0.99,0.24710000000000001,0.0089,0.08529999999999999
TBBK,348420.0,0.72,1.54,0.1973,0.009300000000000001,0.1008
GRC,813570.0,2.64,0.69,0.0867,0.0691,0.11259999999999999
PRIM,767250.0,1.22,1.08,0.024,0.0478,0.1263
HALO,2440.0,26.54,1.74,-0.4875,-0.0616,-0.5039
CHMA,154270.0,1.8,1.45,0.0,-0.3917,-0.8787
NRZ,2080.0,0.31,1.73,0.0,-0.04019999999999999,-0.1891
WTBA,268910.0,1.27,0.96,0.3925,0.0124,0.1505
CNO,1780.0,0.38,1.32,0.0907,0.005600000000000001,0.0885
XOG,58190.0,0.24,2.54,-1.636,-0.2072,-1.069
EVH,460040.0,0.5,1.64,-0.37170000000000003,-0.0352,-0.335
PAR,234620.0,3.22,1.31,-0.1204,-0.056799999999999996,-0.39659999999999995
GRIF,204220.0,2.25,0.88,0.0886,0.0304,0.0435
ECHO,443000.0,1.16,1.33,0.0038,0.019,0.0222
TRNO,3500.0,2.31,0.69,0.3015,0.0195,0.036699999999999997
SNDR,3430.0,1.53,1.08,0.0329,0.057300000000000004,0.0695
ITRI,2240.0,2.89,1.38,0.024,0.032400000000000005,0.0808
SWCH,3480.0,16.79,0.63,0.0144,0.031,0.0364
BWB,280870.0,1.15,0.99,0.42619999999999997,0.014199999999999999,0.1326
HXL,3100.0,2.14,1.21,0.121,0.07629999999999999,0.19820000000000002
LMNX,1230.0,2.64,0.73,-0.0179,-0.0067,-0.0132
CHCO,1090.0,1.63,0.6,0.40299999999999997,0.019299999999999998,0.1483
LOGM,4050.0,1.48,0.78,-0.0132,0.0083,-0.006
SNCR,135920.0,1.79,0.98,-0.2952,-0.09849999999999999,-0.275
ZYXI,363840.0,18.6,1.14,0.1957,0.2704,0.5771999999999999
STRO,236920.0,2.42,,-1.4806,-0.213,-0.5740999999999999
NBHC,728550.0,0.95,1.15,0.2774,0.0131,0.1045
CACI,5300.0,2.11,1.29,0.0496,0.0492,0.11349999999999999
RARE,2640.0,4.04,2.2,0.0,-0.2486,-0.5682
MFSF,338440.0,1.54,,,,
BCRX,308380.0,8.06,2.77,-2.4166,-0.4979,-8.8275
MTRX,247460.0,0.77,1.39,-0.0111,0.0352,-0.0449
SILK,988330.0,13.75,,-0.5494,-0.22719999999999999,-1.7787
FIT,1780.0,3.65,1.03,-0.1635,-0.17550000000000002,-0.3704
BIG,1060.0,1.39,2.18,0.0455,0.04019999999999999,0.3152
ABTX,490740.0,0.69,1.36,0.24760000000000001,0.009000000000000001,0.0621
HLIO,1220.0,2.11,1.21,0.0496,0.0554,0.048799999999999996
FNHC,163130.0,0.66,0.97,0.0163,0.0097,0.030699999999999998
INGN,1140.0,3.3,0.84,0.039,0.018600000000000002,0.042
ALEX,811280.0,0.72,1.42,-0.0999,0.009899999999999999,-0.0348
IIN,103730.0,1.14,1.02,-0.062,-0.0070999999999999995,-0.055099999999999996
AI,80630.0,0.28,1.81,0.0,-0.0279,-0.33270000000000005
CRL,6250.0,3.82,1.14,0.0909,0.053399999999999996,0.1607
ESTE,114580.0,0.33,2.47,0.177,0.0603,0.0922
FTSI,23970.0,0.64,2.62,-0.042,-0.0025,-0.7193
MDB,9410.0,42.98,0.6,-0.41619999999999996,-0.08929999999999999,-1.0104
QTWO,2890.0,7.62,1.55,-0.2546,-0.0548,-0.33380000000000004
SPTN,517640.0,0.75,0.98,0.0007000000000000001,0.0152,0.0084
ITT,3910.0,1.89,1.59,0.12029999999999999,0.0584,0.1734
RPAI,1110.0,0.68,1.41,0.066,0.0207,0.019
TWI,93560.0,0.4,1.85,-0.055,-0.02,-0.2836
BCC,932100.0,1.33,2.23,0.0171,0.0558,0.11779999999999999
HEI-A,14370.0,7.77,1.08,0.17679999999999998,0.10060000000000001,0.2144
TERP,3570.0,1.78,0.64,-0.2027,0.008100000000000001,-0.0924
ZS,7250.0,23.09,0.52,-0.177,-0.044199999999999996,-0.2138
NWE,3030.0,1.48,0.37,0.1489,0.026699999999999998,0.0889
TCMD,772140.0,6.86,2.04,0.04190000000000001,0.0418,0.0799
SCWX,1280.0,1.92,1.05,-0.057300000000000004,-0.0313,-0.0466
HVT,223730.0,0.85,,0.0253,0.0296,0.0751
FSB,302990.0,0.74,1.59,0.1177,0.0027,0.027200000000000002
OOMA,284920.0,10.39,0.67,-0.124,-0.1284,-0.6118
EROS,672810.0,0.72,1.03,-2.4096,-0.0039000000000000003,-0.5164
SRPT,7630.0,9.32,1.85,-1.6096000000000001,-0.1435,-0.5261
WMGI,3690.0,4.14,0.71,-0.1018,0.005,-0.08199999999999999
CIR,920750.0,2.45,2.62,-0.1389,0.0233,-0.0538
FLMN,184870.0,1.43,,0.1838,0.0633,0.09609999999999999
INTL,696790.0,1.13,1.36,0.002,0.0098,0.16510000000000002
GDDY,9650.0,12.5,0.87,0.054400000000000004,0.026600000000000002,0.2384
GEN,270530.0,,1.32,0.0032,0.0072,
AFIN,677970.0,0.4,,0.006,0.010700000000000001,0.0011
BLD,2390.0,2.07,1.3,0.0767,0.0732,0.17850000000000002
INSE,77810.0,,1.25,-0.2872,-0.018799999999999997,
CHMI,103300.0,0.35,1.17,0.0,-0.0297,-0.1759
GWB,1130.0,0.59,1.27,-1.5030000000000001,-0.0492,-0.4127
MPW,9030.0,1.29,0.66,0.3859,0.034300000000000004,0.0642
RST,344610.0,,0.5,-0.10039999999999999,-0.0605,
CRD-A,363910.0,2.4,0.93,-0.005,0.0464,-0.059500000000000004
FISI,290290.0,0.69,1.12,0.2536,0.0088,0.0908
CBMG,306460.0,5.5,1.64,0.0,-0.31829999999999997,-0.7583
TYME,135120.0,56.23,,0.0,,-3.6452
XEC,1720.0,0.48,2.31,-0.4086,0.0677,-0.2756
TCX,509760.0,5.41,1.04,0.0451,0.0447,0.1726
IHC,379590.0,0.82,0.74,0.0207,0.0128,0.0175
REI,44790.0,0.09,2.53,0.374,0.0699,0.1324
GSIT,161180.0,1.75,1.03,-0.23850000000000002,-0.0647,-0.1131
TWST,1250.0,12.15,,-2.2266,-0.337,-0.7717
BSVN,73560.0,0.73,,0.18530000000000002,0.009300000000000001,0.08529999999999999
FPRX,80190.0,0.53,2.78,0.0,-0.2844,-0.6611
UGI,5580.0,1.4,0.96,0.056900000000000006,0.0342,0.061900000000000004
ISBC,1980.0,0.75,1.17,0.2687,0.006999999999999999,0.0673
CSTE,363620.0,0.75,1.01,0.029300000000000003,0.0354,0.0337
GNK,268370.0,0.27,0.8,-0.4274,0.0002,-0.1777
RYTM,671030.0,2.39,0.93,0.0,-0.3608,-0.6162
STC,631540.0,0.85,0.99,0.045700000000000005,0.0661,0.1447
FICO,8950.0,37.14,1.16,0.1892,0.1244,1.0049
KMT,1540.0,1.18,2.38,0.031,0.0463,0.0499
URBN,1700.0,1.17,1.29,-0.0008,0.0069,-0.0021
PAYS,247290.0,14.97,1.82,0.2139,0.0704,0.5077
MAN,3080.0,1.12,2.04,0.0203,0.047400000000000005,0.1565
ATNI,938130.0,1.39,0.19,-0.0229,0.013999999999999999,0.0045000000000000005
FND,3280.0,4.3,2.01,0.0739,0.04769999999999999,0.21969999999999998
SAM,4440.0,6.04,0.79,0.0787,0.0984,0.16760000000000003
CC,1460.0,2.11,2.38,-0.0084,0.0083,-0.0623
FCBC,412200.0,0.96,0.64,0.31679999999999997,0.0149,0.09949999999999999
SVMK,1870.0,6.18,,-0.24559999999999998,-0.0592,-0.2962
OLP,269960.0,0.93,1.29,0.2601,0.0281,0.0768
DVAX,309220.0,37.3,1.01,0.0,-0.2213,-4.5659
ICFI,1290.0,1.81,0.63,0.043,0.0398,0.0949
FLOW,1210.0,1.41,1.9,-0.0843,0.028300000000000002,0.0471
CHAP,22520.0,0.05,2.98,-1.6222,0.0736,-0.5985
MRNS,176130.0,2.96,2.1,0.0,-0.4964,-0.9346
KEM,1410.0,2.05,1.88,0.032799999999999996,0.0873,0.0643
MRKR,88350.0,2.01,0.63,0.0,-0.2888,-0.47509999999999997
ELY,961780.0,1.25,1.97,0.036699999999999997,0.030699999999999998,0.0789
NWFL,169030.0,1.23,0.44,0.3179,0.0115,0.10490000000000001
BG,5830.0,1.12,0.83,-0.0374,0.0219,-0.25370000000000004
EGHT,1420.0,6.52,1.02,-0.38630000000000003,-0.15839999999999999,-0.7833
BRG,134190.0,2.28,1.0,0.1671,0.0126,0.0362
JAZZ,5520.0,1.78,1.22,0.1281,0.0782,0.1012
RUBY,357910.0,1.31,,0.0,-0.2913,-0.5912
VOYA,5110.0,0.54,1.44,-0.0694,0.0034000000000000002,0.0799
AOBC,518740.0,1.16,0.6,0.023799999999999998,0.0264,0.0334
BDC,1620.0,1.69,1.8,-0.1974,0.039900000000000005,0.0812
CRBP,379850.0,61.69,1.4,-2.0787,-0.6037,-2.3041
TER,8990.0,6.07,1.36,0.2134,0.1449,0.3539
WTFC,1890.0,0.53,1.61,0.23579999999999998,0.009300000000000001,0.0931
MDP,554060.0,0.6,1.72,-0.0839,0.0414,-0.1609
WTM,2850.0,0.87,0.54,0.0032,-0.0038,-0.012199999999999999
GTS,335660.0,0.36,0.74,0.009399999999999999,0.0113,0.0355
CCB,125380.0,1.01,,0.26789999999999997,0.011399999999999999,0.10949999999999999
TWIN,93570.0,0.55,1.33,-0.1496,0.0053,-0.2341
ALBO,245190.0,2.63,1.83,0.0,-0.2492,-0.6899
ARNA,2110.0,1.97,1.33,0.0,-0.179,-0.2892
ADC,2910.0,1.72,0.33,0.4129,0.027000000000000003,0.054900000000000004
GBX,789810.0,0.62,1.64,0.0227,0.0444,0.0819
SNR,212170.0,0.9,1.75,0.0552,0.0154,0.0248
TZOO,122830.0,9.91,1.78,0.0373,0.1208,0.33340000000000003
OEC,451230.0,2.43,1.83,0.0602,0.07490000000000001,0.5125
AXSM,2180.0,12.2,3.31,0.0,-0.40840000000000004,-1.0395
LADR,571150.0,0.39,2.44,0.3371,0.014199999999999999,0.0626
QADA,1000.0,8.98,1.01,-0.0513,-0.0111,-0.12789999999999999
ALG,1040.0,1.83,0.95,0.053899999999999997,0.0613,0.1168
JBT,2350.0,4.13,1.36,0.0696,0.0767,0.2647
CMRX,88910.0,0.81,1.8,0.0,-0.1632,-0.7937000000000001
ESSA,154110.0,0.79,0.29,0.2487,0.0072,0.0719
AJX,145780.0,0.41,1.61,0.4949,0.019299999999999998,0.08779999999999999
BCEI,232370.0,0.25,2.2,0.507,0.0833,0.1628
ORGO,340310.0,6.12,,-0.1548,-0.10529999999999999,-1.1283
PTSI,176670.0,1.32,1.9,-0.0033,0.0171,-0.012199999999999999
CSGP,21570.0,6.33,1.12,0.20679999999999998,0.0525,0.09179999999999999
FCCY,135170.0,0.79,0.59,0.24420000000000003,0.0098,0.0898
POWL,298130.0,0.99,1.29,0.0383,0.0359,0.0737
CMPR,1380.0,,1.17,0.058499999999999996,0.07139999999999999,
TLYS,252270.0,1.39,1.83,0.0365,0.042800000000000005,0.14
WSFS,1260.0,0.68,1.36,0.2482,0.011899999999999999,0.0803
RRBI,272540.0,1.08,,0.32380000000000003,0.0132,0.111
VNDA,560810.0,1.36,0.47,0.49119999999999997,0.0369,0.3358
TELL,230910.0,1.39,3.52,0.0,-0.2375,-0.7465999999999999
HDS,6610.0,4.97,1.14,0.0735,0.10279999999999999,0.34259999999999996
MJCO,355280.0,3.59,0.56,0.052300000000000006,0.0462,0.09539999999999998
PKE,285410.0,1.77,0.77,0.1592,0.037200000000000004,0.0679
PETS,580390.0,4.54,0.75,0.091,0.125,0.1953
CSFL,2140.0,0.74,0.92,0.2839,0.0139,0.0888
JRVR,1110.0,1.42,0.47,-0.0264,-0.0005,-0.0288
FGBI,140570.0,0.85,0.49,0.2161,0.0072,0.09230000000000001
HMHC,235760.0,0.42,1.27,-0.31920000000000004,-0.031400000000000004,-1.0094
PRTK,133480.0,,1.51,0.0,-0.2615,
SFE,114600.0,1.13,1.43,0.0,-0.0416,0.1934
FOCS,1600.0,3.31,,0.0187,0.0296,0.030299999999999997
BPFH,584870.0,0.71,1.14,0.198,0.0070999999999999995,0.0767
LEE,82550.0,,1.38,0.018600000000000002,0.08449999999999999,
LASR,402430.0,1.86,2.65,-0.1075,-0.037200000000000004,-0.0886
HTZ,879290.0,0.47,1.63,-0.0278,0.0134,-0.2075
SONM,14470.0,0.57,,-0.2993,-0.2576,-3.6937
SGRY,331910.0,0.48,3.46,-0.0443,0.030299999999999997,0.0195
TR,2320.0,1.9,0.0,0.1285,0.0547,0.0908
KAMN,1070.0,1.3,0.98,0.24420000000000003,0.0352,0.0698
CODA,67440.0,2.2,1.61,0.2053,0.11779999999999999,0.18359999999999999
BRC,2950.0,3.37,0.73,0.124,0.0913,0.1673
AA,1150.0,0.28,2.24,-0.08380000000000001,0.0254,-0.1018
MCRI,510090.0,1.49,1.44,0.11109999999999999,0.038599999999999995,0.08199999999999999
MR,80560.0,0.08,4.0,0.07769999999999999,0.0418,0.056299999999999996
HUBB,6240.0,3.2,1.29,0.08779999999999999,0.07780000000000001,0.218
BXMT,2520.0,0.67,1.31,0.5932999999999999,0.011200000000000002,0.049699999999999994
BF-B,31760.0,16.65,0.76,0.2525,0.1298,0.49060000000000004
CHS,461430.0,0.85,1.17,-0.0063,0.0011,-0.023
OVBC,143530.0,1.12,0.09,0.20370000000000002,0.009300000000000001,0.0775
CMC,2170.0,1.28,1.38,0.053,0.08789999999999999,0.1909
CHDN,4059.9999999999995,7.98,1.07,0.07780000000000001,0.043,0.23550000000000001
NCBS,571260.0,1.1,0.74,0.32380000000000003,0.0163,0.12140000000000001
KFY,2260.0,1.8,1.45,0.0787,0.058499999999999996,0.1274
EME,3360.0,1.63,1.02,0.0353,0.0646,0.1711
EVBG,3650.0,16.58,0.41,-0.2927,-0.053200000000000004,-0.3039
NXGN,1060.0,2.7,0.98,0.0291,0.0275,0.040999999999999995
SEAS,860490.0,4.08,2.11,0.0526,0.0611,0.386
SHSP,69850.0,2.42,1.53,-0.4291,-0.15410000000000001,-0.42229999999999995
LSXMK,11170.0,0.93,1.3,0.0808,0.0329,0.0555
SMHI,100860.0,0.22,1.34,-0.41969999999999996,-0.0202,-0.1623
SAIC,5090.0,3.69,1.05,0.0354,0.056299999999999996,0.1565
ST,4540.0,1.76,1.67,0.061399999999999996,0.050300000000000004,0.0808
APAM,1720.0,12.7,2.05,0.1961,0.1986,1.6959
TBPH,1460.0,,1.53,-2.8080000000000003,-0.2757,
WSO,6040.0,4.21,0.62,0.049800000000000004,0.087,0.17559999999999998
AR,191720.0,0.03,4.81,-0.4629,-0.0263,-0.2227
MMAC,140960.0,0.5,0.7,1.7169999999999999,0.061900000000000004,0.38780000000000003
OVLY,129330.00000000001,1.15,0.34,0.2675,0.0109,0.1117
MCS,382610.0,0.62,1.3,0.0269,0.024,0.0348
PJT,1680.0,33.28,0.8,0.0602,0.1153,0.1727
RUTH,184480.0,1.96,2.04,0.0536,0.0538,0.2834
SCL,1990.0,2.23,0.99,0.0581,0.0533,0.1243
ENTA,1030.0,2.13,0.49,0.1346,0.0143,0.0513
PETQ,658970.0,2.33,1.68,-0.0203,0.018000000000000002,-0.0584
SHOO,3590.0,4.28,1.13,0.0791,0.0986,0.17120000000000002
TLRD,192720.0,,1.81,-0.0286,0.0378,
TWOU,1350.0,1.9,0.55,-0.436,-0.1148,-0.4053
MTEM,606660.0,5.9,1.8,0.0,-0.2658,-0.948
UVSP,478960.0,0.71,1.04,0.2394,0.0096,0.0783
CLNE,360950.0,0.68,1.53,0.09390000000000001,0.0204,0.0512
BSIG,527060.0,8.18,1.7,0.25780000000000003,0.1399,1.6381000000000001
INVH,11620.0,1.41,0.86,0.0981,0.0155,0.0218
SGMO,740690.0,1.71,2.14,-0.8931,-0.1173,-0.2659
CSLT,108120.0,0.63,1.49,-0.5842,-0.1033,-0.5537
WDFC,2360.0,16.19,-0.1,0.127,0.1537,0.3505
WWD,3700.0,2.06,1.46,0.09480000000000001,0.055999999999999994,0.1542
RPD,2180.0,26.27,1.1,-0.187,-0.056600000000000004,-0.7883
PCYO,294860.0,3.66,0.48,0.36,0.0277,0.1362
GTLS,1040.0,0.85,1.65,0.0406,0.0354,0.051500000000000004
MOFG,338110.0,0.66,1.07,0.20989999999999998,0.0085,0.0795
HEI,14370.0,9.89,1.08,0.17679999999999998,0.10060000000000001,0.2144
NNI,1810.0,0.76,0.51,0.061200000000000004,0.0025,0.025699999999999997
VHC,387480.0,68.85,0.84,0.9462,0.4608,1.7878999999999998
CULP,156760.0,0.97,0.81,0.0076,0.0317,-0.0144
FBNC,670260.0,0.79,1.31,0.3256,0.0141,0.1066
MRVL,16120.000000000002,2.25,1.01,0.5870000000000001,-0.0072,0.19820000000000002
MTCH,18760.0,58.65,0.57,0.26839999999999997,0.1678,2.5935
CNS,2170.0,10.16,1.33,0.2903,0.2587,0.4289
VBIV,169340.0,1.92,1.35,0.0,-0.22329999999999997,-0.6028
LQDA,133620.0,3.82,,0.0,-0.4722,-1.6452
AMSC,179410.0,2.34,0.81,-0.3245,-0.1107,-0.2359
STAR,817600.0,0.79,0.7,0.5523,0.0154,0.30269999999999997
LXP,2530.0,1.57,0.75,0.8295,0.0206,0.1807
AIMT,940520.0,9.04,0.99,0.0,-0.4581,-1.1423999999999999
MTOR,957980.0,2.72,2.51,0.10310000000000001,0.061799999999999994,0.9436
OPTN,206120.0,3.35,0.88,-2.9566000000000003,-0.3225,-1.7263
MDCA,105100.0,,0.7,-0.0025,0.0341,
EIG,1230.0,1.06,0.15,0.09480000000000001,0.0138,0.0661
AMG,2790.0,0.95,1.58,0.09119999999999999,0.0574,0.11109999999999999
JYNT,151180.0,26.43,1.09,0.062,0.050300000000000004,0.7084
TEN,292530.0,0.21,2.77,-0.06280000000000001,0.025,-0.6968000000000001
SIGA,388480.0,3.96,0.38,-0.94,-0.0327,-0.183
CVCY,165760.0,0.71,0.78,0.2925,0.0144,0.1024
YGYI,134460.0,2.68,2.58,-0.1605,-0.14150000000000001,-0.8518000000000001
WTTR,336610.0,0.36,3.0,-0.2023,0.0103,-0.2988
CHH,3390.0,,1.35,0.2227,0.1416,
MVBF,152320.0,0.74,0.79,0.1977,0.0126,0.1246
KURA,452030.0,2.07,2.28,0.0,-0.22949999999999998,-0.38780000000000003
MED,736310.0,7.02,1.15,0.1041,0.2725,0.6498
GBT,3110.0,5.38,1.96,0.0,-0.2866,-0.5386
AMED,5940.0,9.28,0.88,0.0643,0.0855,0.2137
NWPX,217780.0,0.88,0.94,0.09210000000000002,0.0538,0.1119
HEES,527310.0,1.71,2.35,0.0273,0.0576,0.1374
USX,164490.0,0.72,,-0.0102,0.0049,-0.0741
FORR,548300.0,3.47,0.94,0.0069,0.0194,0.021400000000000002
WSC,1200.0,1.86,1.86,-0.0051,0.0321,-0.0075
LBAI,546060.0,0.75,1.02,0.3136,0.0101,0.0951
PLNT,4210.0,,1.19,0.15960000000000002,0.0797,
HWBK,114790.0,1.0,0.38,0.2354,0.008,0.1112
PRO,1340.0,8.14,1.43,-0.2875,-0.084,-0.9358
SVRA,107790.0,1.06,1.4,0.0,-0.2526,-0.8617
LNTH,507210.0,4.43,1.25,0.0713,0.0735,0.24850000000000003
STWD,2890.0,0.62,1.46,0.5771000000000001,0.0053,0.081
VSAT,4550.0,2.28,1.17,0.0003,0.0046,0.0073
FLNT,89160.0,0.42,2.53,-0.008100000000000001,0.015700000000000002,-0.0113
DHIL,293060.0,1.52,1.0,0.2909,0.1319,0.1685
CVNA,8370.0,85.27,2.36,-0.0354,-0.1206,-5.607200000000001
VKTX,339590.0,1.23,2.04,0.0,-0.07980000000000001,-0.1085
SSTK,1140.0,3.49,1.27,0.026099999999999998,0.0236,0.054299999999999994
GEF,2100.0,2.11,1.15,0.0361,0.0646,0.1597
TNAV,204280.0,1.92,0.25,-0.0161,-0.0077,-0.044800000000000006
CRAI,259140.0,1.31,1.5,0.0478,0.0424,0.1144
LZB,1410.0,2.03,1.07,0.042800000000000005,0.06860000000000001,0.1103
CEVA,548450.0,2.18,1.36,0.012199999999999999,-0.0004,0.0046
RETA,4800.0,18.67,2.14,0.0,-0.4069,-2.767
RLGT,191160.0,1.44,1.35,0.0132,0.0355,0.08410000000000001
MFA,3460.0,1.02,1.52,0.8081999999999999,0.0291,0.1112
PUB,363890.0,1.09,0.88,0.3725,0.018799999999999997,0.139
TBIO,598490.0,3.9,,0.0,-0.2121,-0.7938
OLLI,3380.0,3.35,1.25,0.1002,0.0775,0.141
INFN,970950.0,2.51,1.02,-0.2726,-0.079,-0.7442
MBUU,591270.0,2.62,2.0,0.1025,0.1244,0.3556
WOR,1780.0,2.08,1.18,0.0296,0.0329,0.1153
GMS,1130.0,1.62,1.98,0.025099999999999997,0.051,0.1215
SIBN,339450.0,5.39,,-0.6051,-0.1496,-0.4203
BMTC,571380.0,0.92,0.79,0.1963,0.0078000000000000005,0.064
CLW,360430.0,0.84,1.79,0.0005,0.015600000000000001,0.0021
RBB,273860.0,0.66,0.95,0.3249,0.0116,0.0898
CASS,506780.0,2.08,0.88,0.18359999999999999,0.0152,0.1252
MRTX,3350.0,8.76,1.82,0.0,-0.3285,-0.5512
CWT,2450.0,3.14,0.0,0.0707,0.0206,0.0687
ANF,1030.0,1.04,1.35,0.0109,0.0287,0.0393
OLED,6270.0,7.72,1.6,0.33740000000000003,0.1001,0.1855
BERY,4470.0,2.5,1.33,0.038599999999999995,0.04769999999999999,0.2608
PANW,23410.0,15.44,1.14,-0.0558,-0.0111,-0.1301
HTBI,279290.0,0.65,0.67,0.20879999999999999,0.0078000000000000005,0.0669
EQH,6510.0,0.51,1.8,0.2175,0.0158,0.2566
MOV,396400.0,0.76,0.51,0.060899999999999996,0.0334,0.08220000000000001
VVV,2420.0,,1.5,0.09390000000000001,0.09960000000000001,
FDBC,195220.0,1.81,0.05,0.27699999999999997,0.0113,0.10869999999999999
MATW,756410.0,1.06,1.18,-0.1015,0.0213,-0.214
STRL,265680.0,1.21,1.26,0.0344,0.0451,0.2183
MSON,163550.0,1.28,1.28,-0.1918,-0.0581,-0.126
CRS,932180.0,0.58,2.19,0.0708,0.0455,0.1063
AMRX,1080.0,4.49,1.52,-0.1185,0.013500000000000002,-0.5878
RVI,242750.0,0.35,,0.153,0.021099999999999997,0.0382
PLMR,1410.0,6.45,,0.2853,0.0872,0.2029
EQBK,262180.0,0.55,0.92,0.2213,0.0077,0.0664
GNTY,262230.0,0.98,0.51,0.2814,0.0116,0.10800000000000001
HTBK,456740.0,0.79,1.18,0.22329999999999997,0.0084,0.0635
NCSM,30180.0,0.21,2.37,-0.34950000000000003,0.0019,-0.4421
LEGH,229050.0,1.01,,0.18109999999999998,0.08960000000000001,0.1412
RM,152650.0,0.5,1.44,0.0839,0.0629,0.1124
NWBI,1240.0,0.91,0.62,0.2214,0.0089,0.0702
OCX,153090.0,4.96,2.85,0.0,-0.3246,-0.7029000000000001
MOH,8240.0,4.21,0.69,0.043,0.08869999999999999,0.4118
LEVL,139220.0,0.82,0.88,0.2452,0.009899999999999999,0.10099999999999999
STNG,1120.0,0.57,1.04,-0.021400000000000002,0.020099999999999996,-0.0084
MRNA,11080.0,9.44,,0.0,-0.1726,-0.3276
RBNC,135420.0,0.61,1.17,0.1771,0.0036,0.031400000000000004
ATUS,13440.0,5.92,0.95,0.0166,0.0352,0.0711
PRTH,130100.0,,,-0.0866,0.012199999999999999,
AN,2450.0,0.77,1.46,0.006,0.044500000000000005,0.0449
PRNB,1960.0,5.46,,-2.4200999999999997,-0.1801,-0.2961
UE,1040.0,1.07,1.56,0.348,0.0236,0.1393
HY,672820.0,1.24,1.22,0.0147,,
AYX,6270.0,14.76,1.32,0.0128,0.0155,0.015300000000000001
DSSI,471150.0,0.4,,0.0535,0.030600000000000002,0.029500000000000002
IIPR,1290.0,2.42,1.36,0.5376,0.0281,0.0562
