HNI,20201060
HNRG,10102050
HOFT,25201020
HOG,25102020
HOLX,35101010
HOMB,40101015
HOME,25504060
HON,20105010
HONE,40101015
HOOK,35201010
HOPE,40101015
HP,10101010
HPE,45202030
HPP,60101040
HPQ,45202030
HPR,10102020
HQY,35102030
HR,60101050
HRB,25302020
HRC,35101010
HRI,20107010
HRL,30202030
HRTG,40301040
HRTX,35201010
HSC,20201050
HSIC,35102010
HSII,20202010
HSKA,35101010
HST,60101030
HSTM,35103010
HSY,30202030
HT,60101030
HTA,60101050
HTBI,40101015
HTBK,40101015
HTH,40101015
HTLD,20304020
HTLF,40101015
HTZ,20304020
HUBB,20104010
HUBG,20301010
HUBS,45103010
HUD,25504040
HUM,35102030
HUN,15101020
HURC,20106020
HURN,20202020
HVT,25504060
HWBK,40101015
HWC,40101015
HWKN,15101010
HWM,20101010
HXL,20101010
HY,20106020
HZNP,35202010
HZO,25504040
IAA,20201070
IAC,50203010
IART,35101010
IBCP,40101015
IBKC,40101015
IBKR,40203020
IBM,45102010
IBOC,40101015
IBP,25201030
IBTX,40101015
ICD,10101010
ICE,40203040
ICFI,20202020
ICHR,45301010
ICPT,35201010
ICUI,35101020
IDA,55101010
IDCC,45201020
IDEX,45103010
IDT,50101020
IDXX,35101010
IESC,20103010
IEX,20106020
IFF,15101050
IGMS,35201010
IGT,25301010
IHC,40301020
III,45102010
IIIN,20102010
IIIV,45102020
IIN,35101010
IIPR,60101020
IIVI,45203015
ILMN,35203010
ILPT,60101020
IMAX,50202010
IMGN,35201010
IMKTA,30101030
IMMR,45202030
IMMU,35201010
IMXI,45102020
INBK,40101015
INCY,35201010
INDB,40101015
INFN,45201020
INFO,20202020
INGN,35101010
INGR,30202010
INN,60101030
INO,35201010
INOV,35103010
INS,45103010
INSE,25301010
INSG,45201020
INSM,35201010
INSP,35103010
INSW,10102040
INT,10102030
INTC,45301020
INTL,40203020
INTU,45103010
INVA,35202010
INVH,60101060
INWK,20202020
IONS,35201010
IOSP,15101050
IOTS,45301020
IOVA,35201010
IP,15103020
IPAR,30302010
IPG,50201010
IPGP,45203020
IPHI,45301020
IPI,15101030
IQV,35203010
IR,20106020
IRBT,25201040
IRDM,50101010
IRET,60101060
IRM,60101080
IRMD,35101010
IRT,60101060
IRTC,35101010
IRWD,35201010
ISBC,40101015
ISRG,35101010
ISTR,40101015
IT,45102010
ITCI,35202010
ITGR,35101010
ITI,45203010
ITIC,40301040
ITRI,45203010
ITT,20106020
ITW,20106020
IVC,35101010
IVR,40204010
IVZ,40203010
J,20103010
JACK,25301040
JAX,25301040
JAZZ,35202010
JBGS,60101040
JBHT,20304020
JBL,45203020
JBLU,20302010
JBSS,30202030
JBT,20106020
JCAP,60101080
JCI,20102010
JCOM,45103010
JEF,40201030
JELD,20102010
JHG,40203010
JILL,25504010
JJSF,30202030
JKHY,45102020
JLL,60102040
JNCE,35201010
JNJ,35202010
JNPR,45201020
JOE,60102010
JOUT,25202010
JPM,40101010
JRVR,40301040
JW/A,50201040
JWN,25503010
JYNT,35102020
K,30202030
KAI,20106020
KALA,35202010
KALU,15104010
KALV,35201010
KAMN,20107010
KAR,20201070
KBAL,20201060
KBH,25201030
KBR,45102010
KDMN,35201010
KDP,30201030
KE,45203020
KELYA,20202010
KEM,45203020
KEX,20303010
KEY,40101015
KEYS,45203010
KFRC,20202010
KFY,20202010
KHC,30202030
KIDS,35101020
KIM,60101070
KIN,35201010
KLAC,45301010
KLDO,35202010
KLXE,10101020
KMB,30301010
KMI,10102040
KMPR,40301040
KMT,20106020
KMX,25504050
KN,45203015
KNL,20201060
KNSA,35201010
KNSL,40301040
KNX,20304020
KO,30201030
KOD,35201010
KOP,15101010
KOS,10102020
KPTI,35201010
KR,30101030
KRA,15101050
KRC,60101040
KREF,40204010
KRG,60101070
KRNY,40102010
KRO,15101010
KRTX,35201010
KRUS,25301040
KRYS,35201010
KSS,25503010
KSU,20304010
KTB,25203010
KTOS,20101010
KURA,35201010
KVHI,45201020
KW,60102020
KWR,15101050
KZR,35201010
L,40301040
LAD,25504050
LADR,40204010
LAMR,60101080
LANC,30202030
LAND,60101080
LASR,45203010
LAUR,25302010
LAWS,20107010
LAZ,40203020
LB,25504010
LBAI,40101015
LBC,40102010
LBRDA,50201030
LBRDK,50201030
LBRT,10101020
LC,40202010
LCI,35202010
LCII,25101010
LCNB,40101015
LCTX,35201010
LCUT,25201050
LDL,20106020
LDOS,45102010
LE,25502020
LEA,25101010
LEAF,25502020
LECO,20106020
LEE,50201040
LEG,25201020
LEGH,25201030
LEN,25201030
LEN/B,25201030
LEVL,40101015
LFUS,45203015
LFVN,30302010
LGF/A,50202010
LGF/B,50202010
LGIH,25201030
LGND,35201010
LH,35102015
LHCG,35102015
LHX,20101010
LII,20102010
LILA,50201030
LILAK,50201030
LIN,15101040
LIND,25301020
LITE,45201020
LIVN,35101010
LIVX,50202010
LJPC,35201010
LKFN,40101015
LKQ,25501010
LL,25504030
LLNW,45102030
LLY,35202010
LM,40203010
LMAT,35101010
LMNR,30202010
LMNX,35203010
LMT,20101010
LNC,40301020
LNDC,30202030
LNG,10102040
LNN,20106015
LNT,55101010
LNTH,35101020
LOB,40101015
LOCO,25301040
LOGC,35201010
LOGM,45103010
LOPE,25302010
LORL,50201030
LOVE,25201020
LOW,25504030
LPG,10102040
LPI,10102020
LPLA,40203020
LPSN,45103010
LPX,15105010
LQDA,35202010
LQDT,25502020
LRCX,45301010
LRN,25302010
LSCC,45301020
LSI,60101080
LSTR,20304020
LSXMA,50201030
LSXMK,50201030
LTC,60101050
LTHM,15101050
LTRPA,50203010
LULU,25203010
LUV,20302010
LVGO,35103010
LVS,25301010
LW,30202030
LXFR,20106020
LXP,60101020
LXRX,35201010
LXU,15101020
LYB,15101010
LYFT,20304020
LYV,50202010
LZB,25201020
M,25503010
MA,45102020
MAA,60101060
MAC,60101070
MAN,20202010
MANH,45103010
MANT,45102010
MAR,25301020
MAS,20102010
MASI,35101010
MAT,25202010
MATW,20201070
MATX,20303010
MAXR,20101010
MBI,40301040
MBII,15101030
MBIN,40102010
MBIO,35201010
MBUU,25202010
MBWM,40101015
MC,40203020
MCB,40101015
MCBC,40101015
MCBS,40101015
MCD,25301040
MCFT,25202010
MCHP,45301020
MCHX,50201010
MCK,35102010
MCO,40203040
MCRB,35201010
MCRI,25301010
MCS,50202010
