LEHMQ,NA,523110
LEN,25201030,236117
LH,35102015,621511
LHX,20101010,334220
LIN,15101040,212000
LKQ,25501010,423140
LLL,20101010,334511
LLTC,45301020,334413
LLY,35202010,325412
LM,40203010,523110
LMT,20101010,334511
LNC,40301020,524113
LNT,55101010,551112
LO,30203010,312230
LOW,25504030,444110
LPX,15105010,321912
LRCX,45301010,333242
LU,NA,334220
LUV,20302010,481111
LVLT,50101010,517110
LVS,25301010,721120
LW,30202030,112320
LXK,45202030,333316
LYB,15101010,325211
LYV,50202010,711310
M,25503010,452210
MA,45102020,522320
MAA,60101060,531110
MAC,60101070,531120
MAR,25301020,721110
MAS,20102010,332913
MAT,25202010,339930
MBI,40301040,524126
MCD,25301040,722513
MCHP,45301020,334519
MCK,35102010,424210
MCO,40203040,561450
MDLZ,30202030,311919
MDP,50201040,511110
MDRIQ,10101020,336611
MDT,35101010,334510
MEDI,NA,325414
MEE,NA,212112
MEL,NA,523920
MER,NA,523120
MERQ,NA,511210
MET,40301020,524113
MFE,NA,511210
MGM,25301010,721120
MHK,25201020,314110
MHS,NA,524298
MI,NA,522110
MIRKQ,NA,221119
MJN,30202030,311514
MKC,30202030,311942
MKTX,40203040,523120
MLM,15102010,327120
MMC,40301010,524210
MMM,20105010,326199
MNK,35202010,325412
MNST,30201030,312111
MO,30203010,312230
MOLX,NA,334417
MON,15101030,325320
MOS,15101030,325312
MPC,10102030,324110
MRK,35202010,325412
MRO,10102020,211120
MS,40203020,523110
MSCI,40203040,541511
MSFT,45103020,511210
MSI,45201020,334220
MTB,40101015,522110
MTD,35203010,334516
MTG,40102010,524126
MTLQQ,NA,336111
MTW,20106010,333415
MU,45301020,334413
MUR,10102020,211120
MWV,15103020,322130
MWW,50203010,561312
MXIM,45301020,334413
MYL,35202010,325412
NAV,20106010,336120
NAVI,40202010,523110
NBL,10102020,211130
NBR,10101010,213111
NCC,NA,522110
NCLH,25301020,483112
NCR,45202030,518210
NDAQ,40203040,523210
NE,10101010,213111
NEE,55101010,551112
NEM,15104030,212221
NFB,NA,522110
NFLX,50202010,519130
NFX,10102020,211120
NI,55103010,551112
NKE,25203020,316210
NKTR,35202010,541711
NLOK,45103020,511210
NLSN,20202020,323111
NMK,NA,221122
NOC,20101010,334511
NOV,10101020,333132
NOVL,NA,511210
NOW,45103020,511210
NRG,55101010,221112
NRTLQ,NA,334210
NSC,20304010,482111
NTAP,45202030,334112
NTRS,40203010,522110
NUE,15104050,331221
NVDA,45301020,334413
NVR,25201030,236117
NWL,25201050,326199
NWS,50201040,511110
NWSA,50201040,511110
NXTL,NA,334220
NYT,50201040,511110
NYX,NA,523210
O,60101070,531120
ODFL,20304020,484122
OI,15103010,326199
OKE,10102040,486210
OMC,50201010,541810
OMX,NA,453210
ORCL,45103020,511210
ORLY,25504050,441310
OXY,10102010,211120
PALM,NA,334111
PAYX,45102020,541214
PBCT,40101015,522120
PBG,NA,312111
PBI,20201060,333318
PCAR,20106010,336120
PCG,55101010,551112
PCL,60101080,113310
PCP,20101010,331512
PDCO,35102010,339114
PDG,NA,212221
PEAK,60101050,531120
PEG,55103010,551112
PEP,30201030,312111
PETM,25504040,453910
PFE,35202010,325412
PFG,40301020,524113
PG,30301010,325611
PGL,NA,221210
PGR,40301040,524126
PH,20106020,333996
PHM,25201030,236117
PKG,15103020,322130
PKI,35203010,334513
PLD,60101020,531130
PM,30203010,312230
PMCS,45301020,334413
PNC,40101015,522110
PNR,20106020,333999
PNW,55101010,551112
POM,55101010,551112
PPG,15101050,325510
PPL,55101010,551112
PRGO,35202010,325412
PRU,40301020,524113
PSA,60101080,531130
PSX,10102030,324110
PTC,45103010,541512
PTV,NA,326111
PVH,25203010,315990
PVN,NA,522210
PWER,NA,334419
PWR,20103010,237110
PX,15101040,325120
PXD,10102020,211120
PYPL,45102020,522320
QCOM,45301020,334220
QEP,10102020,211130
QLGC,45203020,334413
QRVO,45301020,334413
QTRN,NA,325411
R,20304020,532120
RAI,30203010,312230
RATL,NA,NA
RBK,NA,316210
RCL,25301020,483112
RDC,10101010,213111
RDPL,NA,32411
RE,40301050,524130
REG,60101070,531120
REGN,35201010,541711
RF,40101015,522110
RHI,20202010,561311
RHT,45103020,511210
RIG,10101010,213111
RJF,40203020,523120
RL,25203010,315190
RMD,35101010,339113
ROH,NA,325110
ROK,20104010,334519
ROL,20201050,561710
ROP,20105010,334513
ROST,25504010,448140
RRC,10102020,211130
RRD,20201010,323111
RSG,20201050,562111
RSHCQ,25504020,443142
RTN,20101010,334511
RTX,20101010,336412
RX,NA,541512
SANM,45203020,334412
SAPE,45102010,541513
SBAC,60101080,517210
SBUX,25301040,722513
SCG,55103010,551112
SCHW,40203020,523110
SEBL,NA,511210
SEE,15103020,327213
SGP,NA,325412
SHLDQ,25503010,452210
SHW,15101050,325510
SIAL,15101050,334516
SIG,25504040,448310
SITC,60101070,531120
SIVB,40101015,522110
SJM,30202030,311421
SLB,10101020,213112
SLG,60101040,531120
SLM,40202010,522294
SNA,20106020,332216
SNDK,45202030,334112
SNI,50201020,515210
SNPS,45103010,541512
SNV,40101015,522110
SO,55101010,551112
SOV,40101015,522120
SPG,60101070,531120
SPGI,40203040,511110
SPLS,25504040,453210
SRCL,20201050,562211
SRE,55103010,551112
SSP,50201020,511110
STE,35101010,339113
STI,40101015,522110
STJ,35101010,339112
STR,55102010,486210
STT,40203010,523991
STX,45202030,334112
STZ,30201020,312130
SUNEQ,45301010,334413
SVU,30101030,445110
SWK,20106020,332216
SWKS,45301020,334413
SWN,10102020,211120
SWY,30101030,445110
SYF,40202010,522291
SYK,35101010,339112
SYY,30101020,424430
T,50101020,517311
TAP,30201010,312120
TAP/B,NA,524126
TDC,45103020,334111
TDG,20101010,336413
TEG,55103010,551112
TEK,NA,334515
TEL,45203020,334419
TER,45301010,333242
TEX,20106010,333120
TFC,40101015,522110
TFCF,50202010,512120
TFCFA,50202010,512120
TFX,35101010,339113
TGNA,50201020,511110
TGT,25503020,452311
THC,35102020,622110
TIE,NA,331410
TIF,25504040,448310
TIN,NA,322130
TJX,25504010,452210
TLAB,NA,334210
TMO,35203010,334516
TMUS,50102010,517312
TNB,NA,334417
TOY,NA,451120
TPR,25203010,316992
TRB,NA,511110
TRIP,50203010,561599
TROW,40203010,523920
TRV,40301040,524126
TSCO,25504040,444220
TSN,30202030,112320
TSS,45102020,522320
TT,20102010,333120
TTWO,50202020,511210
TUP,25201050,326199
TWC,50201030,517110
TWTR,50203010,519130
TWX,50202010,517311
TXN,45301020,334413
TXT,20101010,336411
TXU,NA,221122
UA,25203010,316210
UAA,25203010,316210
UAL,20302010,481111
UAWGQ,NA,481111
UDR,60101060,531110
UHS,35102020,622110
UIS,45102010,541512
ULTA,25504040,446120
UN,30302010,424490
UNH,35102030,524114
UNM,40301020,524114
UNP,20304010,482111
UPC,NA,522110
UPS,20301010,492110
URBN,25504010,448140
URI,20107010,532412
USB,40101010,522110
V,45102020,522320
VAL,10101010,213111
VAR,35101010,334517
VFC,25203010,315190
VIAB,50202010,515210
VIAC,50201020,515120
VIAV,45201020,334417
VLO,10102030,324110
VMC,15102010,212319
VNO,60101040,531120
VRSK,20202020,524298
VRSN,45102030,511210
VRTX,35201010,325414
VSTNQ,NA,336390
VTR,60101050,531120
VTSS,45301020,334413
VZ,50101020,517311
WAB,20106010,336510
WAMUQ,NA,522120
WAT,35203010,334510
WBA,30101010,446110
WCG,35102030,524114
WCOEQ,NA,517110
WDC,45202030,334112
WEC,55103010,551112
WELL,60101050,531110
WFC,40101010,522110
WFM,30101030,445110
WFTIQ,10101020,213112
WHR,25201040,335210
WINMQ,50101020,517110
WLTW,40301010,524210
WM,20201050,562111
WMB,10102040,486210
WMT,30101040,452311
WNDXQ,NA,445110
WOR,15104050,331221
WPX,10102020,211120
WRB,40301040,524126
WRK,15103020,322130
WU,45102020,522320
WWY,NA,311340
WY,60101080,531120
WYE,NA,325412
WYND,25301020,721110
WYNN,25301010,721120
X,15104050,331110
XEC,10102020,211120
XEL,55101010,551112
XL,40301040,524126
XLNX,45301020,334413
XOM,10102010,324110
XRAY,35101020,339114
XRX,45202030,333000
XTO,NA,211111
XYL,20106020,332420
YUM,25301040,722513
ZBH,35101010,339113
ZBRA,45203010,333316
ZION,40101015,522110
ZTS,35202010,325412
